,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Otwarcie_eah_d,Najwyzszy_eah_d,Najnizszy_eah_d,Zamkniecie_eah_d,Wolumen_eah_d,Otwarcie_mon_d,Najwyzszy_mon_d,Najnizszy_mon_d,Zamkniecie_mon_d,Wolumen_mon_d,Otwarcie_woj,Najwyzszy_woj,Najnizszy_woj,Zamkniecie_woj,Wolumen_woj,Otwarcie_pum_de_d,Najwyzszy_pum_de_d,Najnizszy_pum_de_d,Zamkniecie_pum_de_d,Wolumen_pum_de_d,Otwarcie_wig20_d,Najwyzszy_wig20_d,Najnizszy_wig20_d,Zamkniecie_wig20_d,Wolumen_wig20_d,Otwarcie_swig80_d,Najwyzszy_swig80_d,Najnizszy_swig80_d,Zamkniecie_swig80_d,Wolumen_swig80_d,Otwarcie_boss_de_d,Najwyzszy_boss_de_d,Najnizszy_boss_de_d,Zamkniecie_boss_de_d,Wolumen_boss_de_d,Otwarcie_ads_de_d,Najwyzszy_ads_de_d,Najnizszy_ads_de_d,Zamkniecie_ads_de_d,Wolumen_ads_de_d,Otwarcie_wig_d,Najwyzszy_wig_d,Najnizszy_wig_d,Zamkniecie_wig_d,Wolumen_wig_d,Otwarcie_nke_us_d,Najwyzszy_nke_us_d,Najnizszy_nke_us_d,Zamkniecie_nke_us_d,Wolumen_nke_us_d
Najnizszy_woj,0.06274544783388256,0.06089661456204456,0.06555693094909845,0.06407999146656854,-0.19048477039289424,0.18963037629982488,0.1852506282832167,0.19615181469598827,0.1926257787000505,-0.06990814777058496,0.5703157110424946,0.5717363686199322,0.5702992657482963,0.5713069819748622,0.01278808094153574,0.9868570460594717,0.9783193751583923,1.0,0.9880469139927144,0.2941519759161043,-0.12217362674858821,-0.12261860468138332,-0.1213585766731239,-0.12201008556015104,-0.16657176017330014,0.0575157533324328,0.052956491863723004,0.05947622901939909,0.055026994007262534,-0.13658275358969477,0.013433770035075617,0.012385350712200177,0.01673251191159956,0.01508359977326676,-0.16041454703035937,0.5276742007216674,0.527403608935208,0.5246979406877909,0.5257175627854824,-0.1455682502772287,-0.5491283469864249,-0.5513353840339449,-0.5487273275632109,-0.5504112188980966,0.13519821594820847,-0.15709331801354648,-0.16205166770872081,-0.15279922881799698,-0.157866736660524,-0.13581074370059,-0.27915263579536137,-0.2809587065722132,-0.2779459287909672,-0.2797444354473687,-0.025715463835485324
Zamkniecie_woj,0.0566742572005657,0.05518316283028119,0.05951606077034091,0.05842263890551383,-0.1801323896986607,0.1912733455611972,0.18701728404258278,0.19735635903798962,0.1939149885412421,-0.07049677407800962,0.5639885546345861,0.5658884416380525,0.563926725552017,0.5653852922701754,0.018133328656656292,0.9820285316219142,0.9892252473147273,0.9880469139927144,1.0,0.3447620542145822,-0.11460482553732766,-0.11496173002264648,-0.11377010007449763,-0.11439532261176683,-0.16055951110405015,0.047705132111737054,0.043782816427947006,0.04930847600033214,0.04550108843916743,-0.12441786770133893,0.012886583945013097,0.012220537978563897,0.016098404261279876,0.014814879713933658,-0.1430735801508165,0.5250151206999729,0.5249947527153187,0.521966683292078,0.5230516521829018,-0.14187440488797887,-0.5476564312238182,-0.5497217930090986,-0.5474370881962889,-0.5490128854487024,0.13823576941765064,-0.16213042575070838,-0.16640572272798124,-0.1582621677651879,-0.16266163013651116,-0.12260008204429981,-0.2732822983832168,-0.2749305859440624,-0.2721731104605623,-0.2738396892392381,-0.02464107391758738
Wolumen_woj,-0.10648964980745314,-0.10649994935513689,-0.1059874103932238,-0.10545435018348387,0.037167775057462375,0.11039660547660449,0.11028243679382926,0.1105255422295622,0.11023249420935213,0.0003954231020689446,0.0021638025918528786,0.003649285321652609,0.002461780224222985,0.003673082470629642,0.0475201130058009,0.33512917740808273,0.4077314479668551,0.2941519759161043,0.3447620542145822,1.0,-0.08622036583094457,-0.08634588926196742,-0.08669804648191246,-0.08696283597306646,0.07726087586187291,-0.037578763406437656,-0.03590713152664032,-0.04102697821681977,-0.03884358226289514,0.06597203556717172,0.13315721338117065,0.13417231915989128,0.13231172787274773,0.13390267115644586,0.12152457472658147,0.06553211505306974,0.06745832412653903,0.06402411023713295,0.06570145861303753,0.03022362536334045,-0.09352041422923335,-0.09186321239075759,-0.09580193588671941,-0.09475614178582412,0.05388591996809464,0.033539493803961345,0.036134933976018614,0.029287855784969848,0.0326777281809025,0.0897985495964773,0.06532188568339145,0.06563597566260745,0.06405737172711787,0.06487534291094389,-0.037467825690481966
Otwarcie_pum_de_d,0.8180069864900856,0.8191922350498714,0.8160098916694399,0.816062504334741,-0.27456290452312,-0.22023014990545367,-0.22226206620291233,-0.21991196458532156,-0.21899830052245503,0.025733287988335313,0.34985526745373535,0.34879384909210764,0.3495666212567854,0.34920115020264453,-0.12101717324605979,-0.15106590115627005,-0.14092677678381466,-0.12217362674858821,-0.11460482553732766,-0.08622036583094457,1.0,0.9997441026832252,0.9997916867531316,0.9995660139897173,-0.5879534818938594,0.5205141956676587,0.5206338788764411,0.5226120806268881,0.5217578951427464,-0.15089456817093855,-0.3867464634084451,-0.3901438063722302,-0.38387244029296186,-0.38700216452589803,0.14343799415132866,0.46980639551497744,0.4678354690288161,0.47129536598004396,0.4693789321356684,-0.2452763360943812,-0.20339880382935124,-0.20812344954339626,-0.19765069529397924,-0.2028987023385416,0.014329917821112896,0.1499464061086237,0.1440446871764968,0.15806590279858976,0.15106982634887922,-0.07846050741968873,-0.5320745960198608,-0.5346517872775179,-0.5293417698274513,-0.532227636760575,0.10039253115726855
Najwyzszy_pum_de_d,0.8174131162501419,0.8186127405975462,0.8154146791260114,0.8154136751278973,-0.27365557954065994,-0.22008037002181863,-0.22210342475778627,-0.2197139665106391,-0.2188013688406801,0.024785977868328486,0.3491322296336123,0.3481156175560659,0.3488423523548572,0.34851926925656757,-0.121130004511948,-0.1514165530648,-0.141188839054639,-0.12261860468138332,-0.11496173002264648,-0.08634588926196742,0.9997441026832252,1.0,0.9997045385722524,0.9998116568932349,-0.586127625593173,0.5192576968444168,0.5194506958731773,0.5214182936559638,0.52063418703443,-0.14959486705721156,-0.38812522847303893,-0.39148518107311553,-0.38523820475571774,-0.3883276975420732,0.14234983816737112,0.4696629684044971,0.467831902290978,0.4712740064612225,0.4694439373392449,-0.24451475948333237,-0.2039542366468139,-0.20852475980064608,-0.19814671392953287,-0.20326132589886892,0.017652295106636018,0.14859498292369738,0.14276947225104775,0.15676316304186974,0.149839814823653,-0.07800736050333305,-0.5320537454342459,-0.534585959839491,-0.5293232109704239,-0.5321890252245699,0.10115892544564338
Najnizszy_pum_de_d,0.8195742832510569,0.8207769308275703,0.8176692883793668,0.8177328601082052,-0.27599619569139067,-0.22107796141287805,-0.22306674978785623,-0.22071095945261313,-0.21977623552139633,0.026240121625812483,0.35193353055574267,0.3508833530485504,0.3516721699931942,0.35132454249378886,-0.1201958131816437,-0.15040339384543522,-0.1402889603509358,-0.1213585766731239,-0.11377010007449763,-0.08669804648191246,0.9997916867531316,0.9997045385722524,1.0,0.9997915417308029,-0.5904566289206652,0.521064238312966,0.521202745973767,0.5233552234890334,0.5224973316990217,-0.1518745987215733,-0.38612406241433467,-0.38951255218102343,-0.383157091582312,-0.3862959861000759,0.1434619848760259,0.4698940268783543,0.46799777066196424,0.4715850284211185,0.46969549741287553,-0.2467862801619499,-0.20413345721873224,-0.2088090112805999,-0.19821082845652543,-0.20342591406618302,0.012448568047861165,0.14992551915755487,0.1440245597166595,0.1582377553253243,0.15122898851699626,-0.07921791073005725,-0.5330747102042523,-0.5356650712034295,-0.5302832576654063,-0.5332002218865308,0.10006710645228872
Zamkniecie_pum_de_d,0.8188833573021673,0.8200869439640704,0.8169366572127507,0.8169910473908673,-0.2747996617651668,-0.22106271328547372,-0.22304998032334028,-0.22066960693053253,-0.219743006209463,0.025687994246335184,0.35097647277544364,0.34994198327889553,0.3507206333191537,0.3503843991622884,-0.12094264328648252,-0.15100424788523256,-0.14084523947963942,-0.12201008556015104,-0.11439532261176683,-0.08696283597306646,0.9995660139897173,0.9998116568932349,0.9997915417308029,1.0,-0.5884400764705973,0.5199414725358608,0.5201443732119442,0.5222463334825066,0.5214964233638566,-0.15096295161218837,-0.3871529064003684,-0.39051285697308874,-0.38418078379704224,-0.38727971208368495,0.14253487156526087,0.46962823505883133,0.4678259046822008,0.4713986939086316,0.4696152203243232,-0.24596224987644172,-0.20439905859040747,-0.20894536947531467,-0.19844872901245547,-0.2034953262363313,0.015444976531234875,0.1489383079447431,0.14311399952849926,0.1572622679379448,0.15036219487584174,-0.07879819895698152,-0.5330611589911189,-0.5355899168257486,-0.5302575827893022,-0.5331295344667428,0.10088978438138385
Wolumen_pum_de_d,-0.6779961354538142,-0.6775027066160348,-0.6801324875289643,-0.6812639948277568,0.3799506487614079,0.15379609678507614,0.15568668628094204,0.1498336011866596,0.14960375562916717,-0.008370164865786919,-0.59246961177039,-0.5913274612651583,-0.5925240180043454,-0.5918631717438279,0.02948531265945087,-0.12996903185247874,-0.12151237670874677,-0.16657176017330014,-0.16055951110405015,0.07726087586187291,-0.5879534818938594,-0.586127625593173,-0.5904566289206652,-0.5884400764705973,1.0,-0.40472778871218146,-0.40002857898798944,-0.4138868369970784,-0.40834234410466486,0.26964985602109004,0.24062678644390362,0.2442331084871469,0.23417910442108222,0.23805464159715645,-0.031358880998056234,-0.4133913405181468,-0.41067101833229475,-0.4155953084133276,-0.4130127916837024,0.35582666267815943,0.315542879726353,0.32519370067870146,0.30702443254384787,0.3168523909593093,0.15318340384580395,0.0035139303984646673,0.013683956385720574,-0.011636529977286654,-0.00039334140774285425,0.1407140492753836,0.5085207341372188,0.5136495350262565,0.5033527859693014,0.5079692437870054,-0.013913096207031022
Otwarcie_wig20_d,0.7015942049441642,0.700361044381318,0.7006136435440518,0.6965411856706029,-0.3305723316417428,0.22038024566953335,0.22153002769965677,0.22463937645253151,0.22593025968753572,0.0023392215257546814,0.15117319063770476,0.1496470191593091,0.15168638699429413,0.15103000807073585,-0.045366684141775755,0.029109899239210955,0.02570694780208298,0.0575157533324328,0.047705132111737054,-0.037578763406437656,0.5205141956676587,0.5192576968444168,0.521064238312966,0.5199414725358608,-0.40472778871218146,1.0,0.9986464880882447,0.9983203572687231,0.9963044572522165,-0.2614283267022692,0.0260434605541091,0.022156972731147046,0.030096918727926754,0.025903350052111664,0.10218467161906636,0.5688686113954325,0.5673433133991767,0.5713553014438308,0.5695527332488464,-0.2859239782641375,0.17003331756146553,0.16288273071498152,0.17623701584604537,0.1686167141394557,-0.13055432001718914,0.7492577817006778,0.7421175453138158,0.7556849436747036,0.7471695803621445,-0.1404676009881091,-0.10751665030307915,-0.11306531023940497,-0.10257736316058351,-0.10819482874472529,-0.10907197951819282
Najwyzszy_wig20_d,0.6996213951823709,0.6989267904946238,0.6989363983585681,0.6953349801512066,-0.3218358429191197,0.2228416811404818,0.22425234116782863,0.2272458448968932,0.2287008012253103,0.004198929779823835,0.1469120345825925,0.14560833628507674,0.1475779883134447,0.14709460765862764,-0.041662435409253636,0.024904614793366055,0.022112377745263763,0.052956491863723004,0.043782816427947006,-0.03590713152664032,0.5206338788764411,0.5194506958731773,0.521202745973767,0.5201443732119442,-0.40002857898798944,0.9986464880882447,1.0,0.9984067588974397,0.9983992161841303,-0.2500606126125365,0.026809306700802924,0.02343061615809035,0.03131567509032042,0.027502486841758707,0.10979109756293415,0.5675426158390305,0.5663627778095984,0.570275494316756,0.5686874197357448,-0.28367398920123266,0.17091270139686945,0.16412502317806626,0.17726317019186744,0.16995528925126419,-0.12709734260774008,0.7498270671313292,0.7448850046370918,0.7574565561990969,0.7506174571255058,-0.127617093580618,-0.10501153332999139,-0.11048580135627648,-0.10018223305797916,-0.10572918043138106,-0.1084369277095859
Najnizszy_wig20_d,0.7057242172090464,0.70479636543946,0.7054297562379198,0.7017420634210907,-0.33564303943704604,0.2127821386650838,0.21420852809702814,0.21762198742590386,0.21900530406956129,0.004696046573225136,0.15678766714765405,0.15534604127950963,0.1576376257326173,0.1570068626034384,-0.046406316857126095,0.029474801485800825,0.02583519636962987,0.05947622901939909,0.04930847600033214,-0.04102697821681977,0.5226120806268881,0.5214182936559638,0.5233552234890334,0.5222463334825066,-0.4138868369970784,0.9983203572687231,0.9984067588974397,1.0,0.998627088930327,-0.27000231311375494,0.023783775805241127,0.020177826403824824,0.02906391889010121,0.02487955054336824,0.09775810209379358,0.5685500443079091,0.5671522726279489,0.571655346409582,0.5698564488657364,-0.29477928012596954,0.1669023102085356,0.15982893786623673,0.173750819285107,0.1661437166481452,-0.14105645155088076,0.7450460515651423,0.7389625374146483,0.7545554121656809,0.74646342392767,-0.14822675936380791,-0.1126345924047138,-0.11835402331052784,-0.10746740019614248,-0.11333059445784076,-0.11324902247489875
Zamkniecie_wig20_d,0.7024525228551668,0.7019004052636484,0.7022636428168454,0.699214876419588,-0.3280495268230172,0.21604553355970177,0.2176577186050035,0.2209270912470416,0.22245148795838154,0.005346268315009819,0.15210515498363134,0.1508314600963418,0.15301516389917522,0.15256870164020236,-0.04294301514801924,0.02556841973228756,0.0224121188948313,0.055026994007262534,0.04550108843916743,-0.03884358226289514,0.5217578951427464,0.52063418703443,0.5224973316990217,0.5214964233638566,-0.40834234410466486,0.9963044572522165,0.9983992161841303,0.998627088930327,1.0,-0.2596614903774399,0.025085829270493753,0.021850515022074926,0.030543793595012643,0.026824126090164078,0.10373013732697069,0.5665897339139825,0.565487091854142,0.5698554563538649,0.5683838098561064,-0.29146019486680697,0.16782541080669408,0.16107410597923794,0.17474975400116494,0.16755601916601776,-0.13759122794908146,0.7454918188278707,0.7411900900993182,0.7556469110226146,0.7498816485988603,-0.13715527670686012,-0.10904443855387372,-0.11456727528152298,-0.10389535663875618,-0.10960862275478875,-0.11208118418920887
Wolumen_wig20_d,-0.19574389210136822,-0.19253761620555299,-0.1984940051708164,-0.19586406298867637,0.3949347395342105,-0.10574627549943623,-0.10468308672959542,-0.11116078572524289,-0.10921472854349507,0.057591587582750875,-0.13073754157328113,-0.12918679755135637,-0.1325384371557798,-0.13067540806245018,0.1469112428503599,-0.11222518245623046,-0.101348939487041,-0.13658275358969477,-0.12441786770133893,0.06597203556717172,-0.15089456817093855,-0.14959486705721156,-0.1518745987215733,-0.15096295161218837,0.26964985602109004,-0.2614283267022692,-0.2500606126125365,-0.27000231311375494,-0.2596614903774399,1.0,-0.08362117107496224,-0.07937514445584218,-0.08891598398218328,-0.08310395857220201,0.18160112465386524,-0.2856370239648882,-0.28244032509975836,-0.2898851934292088,-0.28689070655942567,0.36309536617776117,0.05202570414424773,0.05789633522488143,0.04780438829413686,0.05308398701596502,0.318476268626878,-0.22368264380470596,-0.21231206845104092,-0.23428511451760564,-0.22301219773602668,0.7929980601347845,0.041676107913126,0.044830489229122784,0.03564315042672081,0.04009544602733026,0.16987804123921008
Otwarcie_swig80_d,-0.326692393165811,-0.32931276942050525,-0.3238634472848487,-0.32562673528769454,-0.05958810597306847,0.6198125019993748,0.6234321118622262,0.6189713349771212,0.6211109068316164,0.03481251946276589,-0.33189719765339587,-0.33225303043056686,-0.33047699445862344,-0.33108710736189956,0.054301882618510884,0.03702676665989775,0.036437297681132366,0.013433770035075617,0.012886583945013097,0.13315721338117065,-0.3867464634084451,-0.38812522847303893,-0.38612406241433467,-0.3871529064003684,0.24062678644390362,0.0260434605541091,0.026809306700802924,0.023783775805241127,0.025085829270493753,-0.08362117107496224,1.0,0.9997902228216692,0.9994789420221437,0.9992808354061871,0.10440022512851548,-0.05616711559529246,-0.05360297410707068,-0.05189656784003551,-0.05042086008732993,-0.09370048668832527,0.24313863695143945,0.24276183139478574,0.24240527362755004,0.24130514746097728,-0.1887440012893355,0.5781004346888989,0.582099376876705,0.5719582893024472,0.5768782912161313,0.012313907073659836,0.6976921785576462,0.697205168597299,0.6988270638655272,0.697892904354237,-0.13760520570135748
Najwyzszy_swig80_d,-0.33094916925478557,-0.33343376405876984,-0.32804562118728625,-0.3296831717447442,-0.05571687807829409,0.6201725637241633,0.623927515769012,0.6194039525490601,0.6215944132976782,0.03537204045004739,-0.3341965714048464,-0.334430948718122,-0.33272304483264026,-0.333236142931372,0.056203624828779636,0.03608802523103283,0.0358468745081676,0.012385350712200177,0.012220537978563897,0.13417231915989128,-0.3901438063722302,-0.39148518107311553,-0.38951255218102343,-0.39051285697308874,0.2442331084871469,0.022156972731147046,0.02343061615809035,0.020177826403824824,0.021850515022074926,-0.07937514445584218,0.9997902228216692,1.0,0.9995080628944268,0.9996156746826764,0.10629572537727935,-0.05908381849115128,-0.05640244492397197,-0.05478310289462823,-0.05322816092320941,-0.09150687020038455,0.24359336788568733,0.24334860121878155,0.24286521793962834,0.2418802618387516,-0.18667175577887082,0.5755193399857284,0.5800467318944835,0.5696316469151299,0.5749592394989979,0.016337417890152948,0.6997660615674881,0.6993475853479844,0.7008615961380786,0.7000098335408842,-0.13682769116048196
Najnizszy_swig80_d,-0.3216842764250915,-0.32420453329945403,-0.31855394013193306,-0.3202370824540773,-0.06361515694692647,0.6185568260655275,0.6223088866042729,0.6181683378805878,0.6203269562961413,0.03495813385526084,-0.32718460968731905,-0.3274784849537168,-0.32554609967133397,-0.32615046119898644,0.053705812771591525,0.039203739521915214,0.03855654509094416,0.01673251191159956,0.016098404261279876,0.13231172787274773,-0.38387244029296186,-0.38523820475571774,-0.383157091582312,-0.38418078379704224,0.23417910442108222,0.030096918727926754,0.03131567509032042,0.02906391889010121,0.030543793595012643,-0.08891598398218328,0.9994789420221437,0.9995080628944268,1.0,0.9997734910185837,0.09926222977114835,-0.052610225445037906,-0.05001261908074965,-0.048060721943454586,-0.04661876905247906,-0.09957011870852119,0.2409341979239747,0.2405154317480312,0.2405335403892769,0.23934032104817154,-0.19394176811800343,0.5797543510997485,0.5841125316471699,0.5749648014772092,0.5799746726073194,0.006435306472844851,0.6947734973013865,0.694183041142395,0.6960286220292845,0.6949638331184462,-0.1394192616683326
Zamkniecie_swig80_d,-0.32599837382334784,-0.32841700873259305,-0.32287176622499664,-0.3243740158971412,-0.05988516920775756,0.6184861025470094,0.6223167211149315,0.6180729935943091,0.6202854572402142,0.03523568445188652,-0.32990656635096793,-0.33008772655463964,-0.32826512134720337,-0.32874466541219577,0.05606082818167122,0.03796504513549969,0.03766343847053655,0.01508359977326676,0.014814879713933658,0.13390267115644586,-0.38700216452589803,-0.3883276975420732,-0.3862959861000759,-0.38727971208368495,0.23805464159715645,0.025903350052111664,0.027502486841758707,0.02487955054336824,0.026824126090164078,-0.08310395857220201,0.9992808354061871,0.9996156746826764,0.9997734910185837,1.0,0.10264984687328775,-0.056257569239281234,-0.053553645853574,-0.05173285623678282,-0.05017749105474054,-0.09611527010665877,0.24180137609498456,0.24154911636724946,0.2413829485242988,0.24036258933779228,-0.19092614110789607,0.5769413990582226,0.5817296371464814,0.5721318533806553,0.5776682421391504,0.012372103588795553,0.6969207193335568,0.6964318049138442,0.6981332451157165,0.6971786174552101,-0.1383269941824907
Wolumen_swig80_d,0.12429215396096323,0.12452129776704206,0.12339814925515022,0.12680518237124996,0.06637655607029617,-0.06892183060095244,-0.06726229147371948,-0.07474584672448555,-0.07290336321103764,0.09913312443442011,-0.09601357128061916,-0.09652336280339079,-0.09705766562637534,-0.09666064802877028,0.06791413005642799,-0.14038996152708644,-0.12349449696152597,-0.16041454703035937,-0.1430735801508165,0.12152457472658147,0.14343799415132866,0.14234983816737112,0.1434619848760259,0.14253487156526087,-0.031358880998056234,0.10218467161906636,0.10979109756293415,0.09775810209379358,0.10373013732697069,0.18160112465386524,0.10440022512851548,0.10629572537727935,0.09926222977114835,0.10264984687328775,1.0,-0.03903282322591471,-0.037041174191461315,-0.03767007713790551,-0.03644193070155653,0.0431085102178156,0.06228906913960205,0.06296777033921172,0.06156258865322756,0.06148386643997912,-0.003315142036113957,0.13875630484222165,0.1447990093875076,0.13320730352969037,0.13862265109255184,0.5143446985188886,-0.012121097181348718,-0.011717058532662705,-0.01344399865346004,-0.012636995827200128,0.03642782303329749
