,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen,Otwarcie_eah_d,Najwyzszy_eah_d,Najnizszy_eah_d,Zamkniecie_eah_d,Wolumen_eah_d,Otwarcie_mon_d,Najwyzszy_mon_d,Najnizszy_mon_d,Zamkniecie_mon_d,Wolumen_mon_d,Otwarcie_woj,Najwyzszy_woj,Najnizszy_woj,Zamkniecie_woj,Wolumen_woj,Otwarcie_pum_de_d,Najwyzszy_pum_de_d,Najnizszy_pum_de_d,Zamkniecie_pum_de_d,Wolumen_pum_de_d,Otwarcie_wig20_d,Najwyzszy_wig20_d,Najnizszy_wig20_d,Zamkniecie_wig20_d,Wolumen_wig20_d,Otwarcie_swig80_d,Najwyzszy_swig80_d,Najnizszy_swig80_d,Zamkniecie_swig80_d,Wolumen_swig80_d,Otwarcie_boss_de_d,Najwyzszy_boss_de_d,Najnizszy_boss_de_d,Zamkniecie_boss_de_d,Wolumen_boss_de_d,Otwarcie_ads_de_d,Najwyzszy_ads_de_d,Najnizszy_ads_de_d,Zamkniecie_ads_de_d,Wolumen_ads_de_d,Otwarcie_wig_d,Najwyzszy_wig_d,Najnizszy_wig_d,Zamkniecie_wig_d,Wolumen_wig_d,Otwarcie_nke_us_d,Najwyzszy_nke_us_d,Najnizszy_nke_us_d,Zamkniecie_nke_us_d,Wolumen_nke_us_d
Otwarcie_boss_de_d,0.5771722172871803,0.5748700363072763,0.5776691153409628,0.5733826504431352,-0.40297447254121205,0.3624453860028498,0.36040910273013754,0.36837635426660315,0.36669476601062284,-0.07100618615552669,0.6225320815405014,0.6232753552570433,0.6221627763079332,0.6235560283239264,-0.1564634450033617,0.49953234575870237,0.5004588958615012,0.5276742007216674,0.5250151206999729,0.06553211505306974,0.46980639551497744,0.4696629684044971,0.4698940268783543,0.46962823505883133,-0.4133913405181468,0.5688686113954325,0.5675426158390305,0.5685500443079091,0.5665897339139825,-0.2856370239648882,-0.05616711559529246,-0.05908381849115128,-0.052610225445037906,-0.056257569239281234,-0.03903282322591471,1.0,0.9993132603167357,0.9990295508054845,0.9984564152835744,-0.38524988952297406,-0.5718029744504586,-0.5768208341196915,-0.5680472490728599,-0.5732116348368662,0.10257129792070989,0.2544937881416364,0.2487548452786055,0.26024638444371906,0.2533282131804382,-0.21586207380545078,-0.44053469916649984,-0.442658364149907,-0.4377161689584873,-0.4403624863050593,0.015356574825962564
Najwyzszy_boss_de_d,0.5744611434515917,0.5722811172576806,0.5750178871766654,0.5708498547672217,-0.39976892616849785,0.3662796820570526,0.36430216916887054,0.3722945363190141,0.3706431077323881,-0.07018084508040943,0.6214201534275666,0.6222671238982596,0.6211043545539826,0.6225708471557398,-0.1555764173804464,0.4995478575019759,0.5008619969033691,0.527403608935208,0.5249947527153187,0.06745832412653903,0.4678354690288161,0.467831902290978,0.46799777066196424,0.4678259046822008,-0.41067101833229475,0.5673433133991767,0.5663627778095984,0.5671522726279489,0.565487091854142,-0.28244032509975836,-0.05360297410707068,-0.05640244492397197,-0.05001261908074965,-0.053553645853574,-0.037041174191461315,0.9993132603167357,1.0,0.9989713262342322,0.9992146732758728,-0.3762302201603533,-0.5729439797084961,-0.5776306545940604,-0.5690640633744941,-0.5739776817422982,0.10580209638722862,0.25469424680663666,0.2492925639139065,0.2605511930054115,0.2539197667572024,-0.2125217022737628,-0.4383844398134198,-0.44044187483835945,-0.4355986146828332,-0.43820832520080116,0.01681208291577332
Najnizszy_boss_de_d,0.5795271366887214,0.5772700659192285,0.5802054864919947,0.5760390114892628,-0.4067142472122806,0.3604080960400198,0.35841593213307843,0.36650517410694855,0.36482641373519586,-0.07151689485741619,0.619474982214992,0.6202454710740388,0.619174717129528,0.6206163385959091,-0.15599746448228993,0.49614687119401724,0.49716615754783094,0.5246979406877909,0.521966683292078,0.06402411023713295,0.47129536598004396,0.4712740064612225,0.4715850284211185,0.4713986939086316,-0.4155953084133276,0.5713553014438308,0.570275494316756,0.571655346409582,0.5698554563538649,-0.2898851934292088,-0.05189656784003551,-0.05478310289462823,-0.048060721943454586,-0.05173285623678282,-0.03767007713790551,0.9990295508054845,0.9989713262342322,1.0,0.9994593937493677,-0.3980662635204133,-0.5684794474966396,-0.5733530356133474,-0.5642896134259562,-0.569407026675755,0.09536185651993513,0.2596450776337135,0.254092489263964,0.26598951233423135,0.2591697401293402,-0.21956675272891224,-0.43849616036390027,-0.4406922645281375,-0.43554897882888033,-0.43831110976514104,0.013072875337522277
Zamkniecie_boss_de_d,0.5769891023449608,0.5748094778177961,0.5776781239374598,0.5736122722280692,-0.4038390697859452,0.3642262904648287,0.36223309040487844,0.37030107098643344,0.36859658293934533,-0.06960174379060191,0.619339611369218,0.6201837593978229,0.6190986795238834,0.6205994292178922,-0.15547953700345765,0.49743260959369223,0.49866221475992634,0.5257175627854824,0.5230516521829018,0.06570145861303753,0.4693789321356684,0.4694439373392449,0.46969549741287553,0.4696152203243232,-0.4130127916837024,0.5695527332488464,0.5686874197357448,0.5698564488657364,0.5683838098561064,-0.28689070655942567,-0.05042086008732993,-0.05322816092320941,-0.04661876905247906,-0.05017749105474054,-0.03644193070155653,0.9984564152835744,0.9992146732758728,0.9994593937493677,1.0,-0.3891451014910621,-0.5699950362319598,-0.5746141822491557,-0.5657729016608622,-0.5705756825014188,0.09849775994052119,0.25886846768927074,0.25355814629513646,0.26520974235426437,0.258720907937214,-0.2163183511721506,-0.4370301820136184,-0.4390851461912492,-0.43407723915952184,-0.43673282512427597,0.014251254884007991
Wolumen_boss_de_d,-0.28413388424689656,-0.2822040325563308,-0.2862638770266967,-0.28496980217739315,0.30113557053796447,-0.16299565379870495,-0.1631108486283109,-0.16850602492520322,-0.1674579885971536,0.030148623356779366,-0.24374871486418168,-0.24292105151666307,-0.24461476403764573,-0.24416975447237882,0.07289861970242671,-0.11984972909973032,-0.11669497006377638,-0.1455682502772287,-0.14187440488797887,0.03022362536334045,-0.2452763360943812,-0.24451475948333237,-0.2467862801619499,-0.24596224987644172,0.35582666267815943,-0.2859239782641375,-0.28367398920123266,-0.29477928012596954,-0.29146019486680697,0.36309536617776117,-0.09370048668832527,-0.09150687020038455,-0.09957011870852119,-0.09611527010665877,0.0431085102178156,-0.38524988952297406,-0.3762302201603533,-0.3980662635204133,-0.3891451014910621,1.0,0.15791730582953842,0.16342380165890072,0.1507807691392355,0.15775032111238635,0.20820960978585348,-0.19842628839806123,-0.19445422664857767,-0.21015229117178474,-0.20454274220684096,0.2530776552217383,0.09539616130661256,0.09873598800386472,0.09107984520980787,0.09478640519497931,0.09128079163449351
Otwarcie_ads_de_d,-0.232951960238877,-0.23131996639789337,-0.23597601523209544,-0.23638118307097108,0.17831935290840714,-0.02755495431225162,-0.02397034341680865,-0.031242770730892138,-0.028115169799819314,0.05294849187024458,-0.8126322818435604,-0.8141420436715913,-0.8121130912373135,-0.8136547351786024,0.08737844134092915,-0.5350054124719656,-0.5319741774134085,-0.5491283469864249,-0.5476564312238182,-0.09352041422923335,-0.20339880382935124,-0.2039542366468139,-0.20413345721873224,-0.20439905859040747,0.315542879726353,0.17003331756146553,0.17091270139686945,0.1669023102085356,0.16782541080669408,0.05202570414424773,0.24313863695143945,0.24359336788568733,0.2409341979239747,0.24180137609498456,0.06228906913960205,-0.5718029744504586,-0.5729439797084961,-0.5684794474966396,-0.5699950362319598,0.15791730582953842,1.0,0.9994539569325035,0.9995082835478669,0.9989664619149491,-0.2863029833438749,0.4962916193377039,0.49899199574188324,0.49159206935206873,0.4941987539430438,0.022526872183958595,0.6854125712508798,0.683101435214684,0.6866932309758227,0.6847396927929565,-0.23430237116652872
Najwyzszy_ads_de_d,-0.2402339662396789,-0.2385123225629183,-0.24323308918698852,-0.24356559070034373,0.18497553782576162,-0.02705955261781828,-0.023354400089938217,-0.030701841107675737,-0.027521460264394122,0.053227548571314495,-0.8173132595131642,-0.8187495369443444,-0.8167632987906304,-0.8182602872877469,0.08856142467520993,-0.5365498737259888,-0.5333001238569915,-0.5513353840339449,-0.5497217930090986,-0.09186321239075759,-0.20812344954339626,-0.20852475980064608,-0.2088090112805999,-0.20894536947531467,0.32519370067870146,0.16288273071498152,0.16412502317806626,0.15982893786623673,0.16107410597923794,0.05789633522488143,0.24276183139478574,0.24334860121878155,0.2405154317480312,0.24154911636724946,0.06296777033921172,-0.5768208341196915,-0.5776306545940604,-0.5733530356133474,-0.5746141822491557,0.16342380165890072,0.9994539569325035,1.0,0.9992977621548624,0.9995320979261572,-0.2765310948341427,0.4921099289682416,0.4952007451396072,0.48740052322620486,0.49038263062453924,0.026563371686915943,0.6883193087714041,0.6861842852375157,0.6895269490722308,0.6877026300060065,-0.23206577391199232
Najnizszy_ads_de_d,-0.22603177553066905,-0.224366405035272,-0.22887804451547597,-0.22919130564789802,0.17281485125561996,-0.028933286606669474,-0.025268996868571578,-0.03246831214413591,-0.029296436972870828,0.053394634907754854,-0.8086494681980748,-0.8101733223265872,-0.8080876750516618,-0.8096379159472962,0.08656585485248855,-0.5352625876059458,-0.532337736429619,-0.5487273275632109,-0.5474370881962889,-0.09580193588671941,-0.19765069529397924,-0.19814671392953287,-0.19821082845652543,-0.19844872901245547,0.30702443254384787,0.17623701584604537,0.17726317019186744,0.173750819285107,0.17474975400116494,0.04780438829413686,0.24240527362755004,0.24286521793962834,0.2405335403892769,0.2413829485242988,0.06156258865322756,-0.5680472490728599,-0.5690640633744941,-0.5642896134259562,-0.5657729016608622,0.1507807691392355,0.9995082835478669,0.9992977621548624,1.0,0.9995027289949352,-0.2948609119194363,0.4996590695936403,0.5024411956520863,0.4956884120432843,0.49829432522727996,0.01919811583985521,0.682926998749051,0.680572236398172,0.6844208612617202,0.6823583398876087,-0.23695152212033752
Zamkniecie_ads_de_d,-0.23321488866592974,-0.23148236997593322,-0.23606885224550841,-0.23627965577383583,0.17957798754881385,-0.029365887492809217,-0.025596697246283308,-0.03289265320757934,-0.029693061057964668,0.053946174751108474,-0.8127445585650784,-0.8142096306103439,-0.8121871775640627,-0.8136841736138286,0.0874225391954466,-0.5362968612227351,-0.5333134073865007,-0.5504112188980966,-0.5490128854487024,-0.09475614178582412,-0.2028987023385416,-0.20326132589886892,-0.20342591406618302,-0.2034953262363313,0.3168523909593093,0.1686167141394557,0.16995528925126419,0.1661437166481452,0.16755601916601776,0.05308398701596502,0.24130514746097728,0.2418802618387516,0.23934032104817154,0.24036258933779228,0.06148386643997912,-0.5732116348368662,-0.5739776817422982,-0.569407026675755,-0.5705756825014188,0.15775032111238635,0.9989664619149491,0.9995320979261572,0.9995027289949352,1.0,-0.28487607174897284,0.4945908184093212,0.4977187384969275,0.49054475535614783,0.49360643694204864,0.02241631677149872,0.6849144425577668,0.6827774664493926,0.6863946683731885,0.68450827375206,-0.2344016887027407
Wolumen_ads_de_d,0.0037672692011948995,0.00497789780095674,-0.0005821357106454497,-0.0007118663640785449,0.16509639726417052,0.0032940250542633238,0.0030847474224526845,0.0029373623963311383,0.003821436160588617,-0.018161213285556893,0.2010545240193391,0.2024452929396748,0.1996099321357122,0.20100730650203835,0.013973743921098378,0.15067986260431523,0.15547762058628478,0.13519821594820847,0.13823576941765064,0.05388591996809464,0.014329917821112896,0.017652295106636018,0.012448568047861165,0.015444976531234875,0.15318340384580395,-0.13055432001718914,-0.12709734260774008,-0.14105645155088076,-0.13759122794908146,0.318476268626878,-0.1887440012893355,-0.18667175577887082,-0.19394176811800343,-0.19092614110789607,-0.003315142036113957,0.10257129792070989,0.10580209638722862,0.09536185651993513,0.09849775994052119,0.20820960978585348,-0.2863029833438749,-0.2765310948341427,-0.2948609119194363,-0.28487607174897284,1.0,-0.2574987247874325,-0.25420902710199883,-0.26763442641894775,-0.263803619953753,0.24069333949369776,-0.21881649870712994,-0.21479674382317662,-0.22397001317952892,-0.21953173397213926,0.27505053503943877
Otwarcie_wig_d,0.23486217504577878,0.23300407647835622,0.23433378511779784,0.22978802327458353,-0.19276894869866754,0.5110890237375428,0.5145211819852229,0.5122939064410342,0.5147698734091377,0.02355960161610365,-0.3612302557143999,-0.3628017623099539,-0.3600873056062322,-0.36120726448945045,-0.028597990246442627,-0.16069700620839994,-0.15750821874622797,-0.15709331801354648,-0.16213042575070838,0.033539493803961345,0.1499464061086237,0.14859498292369738,0.14992551915755487,0.1489383079447431,0.0035139303984646673,0.7492577817006778,0.7498270671313292,0.7450460515651423,0.7454918188278707,-0.22368264380470596,0.5781004346888989,0.5755193399857284,0.5797543510997485,0.5769413990582226,0.13875630484222165,0.2544937881416364,0.25469424680663666,0.2596450776337135,0.25886846768927074,-0.19842628839806123,0.4962916193377039,0.4921099289682416,0.4996590695936403,0.4945908184093212,-0.2574987247874325,1.0,0.9989220786740668,0.9983495176464975,0.9969066305336123,-0.11910101082448483,0.48188839424851493,0.4782412566053609,0.48590884871777706,0.4817961039135837,-0.21589113440111954
Najwyzszy_wig_d,0.22547492894148108,0.22406108802845826,0.22519835117004705,0.22103081557912646,-0.1823234271201236,0.5148883178581292,0.5185471772652103,0.5161990108834907,0.5188131971065338,0.025397425034719975,-0.3699253717149079,-0.3712823898293878,-0.368657564203794,-0.3696133436670295,-0.024670144828376463,-0.1649598037502093,-0.16108339010020542,-0.16205166770872081,-0.16640572272798124,0.036134933976018614,0.1440446871764968,0.14276947225104775,0.1440245597166595,0.14311399952849926,0.013683956385720574,0.7421175453138158,0.7448850046370918,0.7389625374146483,0.7411900900993182,-0.21231206845104092,0.582099376876705,0.5800467318944835,0.5841125316471699,0.5817296371464814,0.1447990093875076,0.2487548452786055,0.2492925639139065,0.254092489263964,0.25355814629513646,-0.19445422664857767,0.49899199574188324,0.4952007451396072,0.5024411956520863,0.4977187384969275,-0.25420902710199883,0.9989220786740668,1.0,0.9983058308294782,0.9985124900711803,-0.10748517684927965,0.4896219755950834,0.4860677330301899,0.4934989239981581,0.48949077555350873,-0.21571676721451472
Najnizszy_wig_d,0.24680303423070699,0.24521246981373881,0.2469217714313395,0.24268100320225636,-0.20158895894454423,0.5027965228152833,0.5064734181130892,0.5046893002099998,0.5072603402849384,0.025286165011735254,-0.35047663609801,-0.35196753027212563,-0.34902923129735836,-0.3501160433914642,-0.029913357717475827,-0.15842023934356242,-0.15550589776475165,-0.15279922881799698,-0.1582621677651879,0.029287855784969848,0.15806590279858976,0.15676316304186974,0.1582377553253243,0.1572622679379448,-0.011636529977286654,0.7556849436747036,0.7574565561990969,0.7545554121656809,0.7556469110226146,-0.23428511451760564,0.5719582893024472,0.5696316469151299,0.5749648014772092,0.5721318533806553,0.13320730352969037,0.26024638444371906,0.2605511930054115,0.26598951233423135,0.26520974235426437,-0.21015229117178474,0.49159206935206873,0.48740052322620486,0.4956884120432843,0.49054475535614783,-0.26763442641894775,0.9983495176464975,0.9983058308294782,1.0,0.9989092571655153,-0.1284829509921633,0.47183447464479755,0.46795570326531416,0.4761177674878909,0.4717080903747055,-0.21922033239166527
Zamkniecie_wig_d,0.2361015453341254,0.23482401996133948,0.23629575542638762,0.23260563721224972,-0.19159076501074676,0.5071225946491158,0.5109864369268483,0.5090109668672619,0.5117212792404473,0.025947036936511667,-0.3597060777205751,-0.3610342302069795,-0.35820502309853325,-0.35912320406163095,-0.026095598216336776,-0.1625014680170709,-0.159077420281223,-0.157866736660524,-0.16266163013651116,0.0326777281809025,0.15106982634887922,0.149839814823653,0.15122898851699626,0.15036219487584174,-0.00039334140774285425,0.7471695803621445,0.7506174571255058,0.74646342392767,0.7498816485988603,-0.22301219773602668,0.5768782912161313,0.5749592394989979,0.5799746726073194,0.5776682421391504,0.13862265109255184,0.2533282131804382,0.2539197667572024,0.2591697401293402,0.258720907937214,-0.20454274220684096,0.4941987539430438,0.49038263062453924,0.49829432522727996,0.49360643694204864,-0.263803619953753,0.9969066305336123,0.9985124900711803,0.9989092571655153,1.0,-0.11737919108710262,0.48052405032653,0.4768759591460119,0.48475373789972315,0.48053922540330785,-0.2185328933399343
Wolumen_wig_d,-0.10572181312757331,-0.1031003839017945,-0.1078068737957728,-0.10305520222113264,0.3360299186152555,-0.07177806042166368,-0.0682373388419466,-0.07542239590314784,-0.07275230362335776,0.09387059008279235,-0.07397642710626388,-0.07269878893498712,-0.07583848559337528,-0.07425914064887691,0.185082498997973,-0.1111973229594121,-0.09926483125314185,-0.13581074370059,-0.12260008204429981,0.0897985495964773,-0.07846050741968873,-0.07800736050333305,-0.07921791073005725,-0.07879819895698152,0.1407140492753836,-0.1404676009881091,-0.127617093580618,-0.14822675936380791,-0.13715527670686012,0.7929980601347845,0.012313907073659836,0.016337417890152948,0.006435306472844851,0.012372103588795553,0.5143446985188886,-0.21586207380545078,-0.2125217022737628,-0.21956675272891224,-0.2163183511721506,0.2530776552217383,0.022526872183958595,0.026563371686915943,0.01919811583985521,0.02241631677149872,0.24069333949369776,-0.11910101082448483,-0.10748517684927965,-0.1284829509921633,-0.11737919108710262,1.0,0.0424658797684088,0.04455389524329604,0.037773840291917826,0.04126897775637022,0.1318371122857328
Otwarcie_nke_us_d,-0.6464159626284502,-0.6463005426133027,-0.647008658864715,-0.6477433823086015,0.19333687375433922,0.52439374008436,0.5275888628158977,0.5226552077139346,0.5246474345855902,-0.008808879917331156,-0.7651248666074806,-0.7648991035464819,-0.764014613407496,-0.7644460923662495,0.08470943325086415,-0.24464982994465087,-0.23727161912705763,-0.27915263579536137,-0.2732822983832168,0.06532188568339145,-0.5320745960198608,-0.5320537454342459,-0.5330747102042523,-0.5330611589911189,0.5085207341372188,-0.10751665030307915,-0.10501153332999139,-0.1126345924047138,-0.10904443855387372,0.041676107913126,0.6976921785576462,0.6997660615674881,0.6947734973013865,0.6969207193335568,-0.012121097181348718,-0.44053469916649984,-0.4383844398134198,-0.43849616036390027,-0.4370301820136184,0.09539616130661256,0.6854125712508798,0.6883193087714041,0.682926998749051,0.6849144425577668,-0.21881649870712994,0.48188839424851493,0.4896219755950834,0.47183447464479755,0.48052405032653,0.0424658797684088,1.0,0.9996574004489028,0.9996563727618325,0.9992658599941071,-0.2733835355391196
Najwyzszy_nke_us_d,-0.6507527287837008,-0.6506241110141305,-0.6513728259239188,-0.6520409351080065,0.19781742576807024,0.5249713376850179,0.5281826193063583,0.5231719682843637,0.525152991558725,-0.00913854937298658,-0.7671165261342651,-0.7668794666840711,-0.7660420628950142,-0.7664600066129911,0.08329327374429708,-0.24624701432533105,-0.23870517777099656,-0.2809587065722132,-0.2749305859440624,0.06563597566260745,-0.5346517872775179,-0.534585959839491,-0.5356650712034295,-0.5355899168257486,0.5136495350262565,-0.11306531023940497,-0.11048580135627648,-0.11835402331052784,-0.11456727528152298,0.044830489229122784,0.697205168597299,0.6993475853479844,0.694183041142395,0.6964318049138442,-0.011717058532662705,-0.442658364149907,-0.44044187483835945,-0.4406922645281375,-0.4390851461912492,0.09873598800386472,0.683101435214684,0.6861842852375157,0.680572236398172,0.6827774664493926,-0.21479674382317662,0.4782412566053609,0.4860677330301899,0.46795570326531416,0.4768759591460119,0.04455389524329604,0.9996574004489028,1.0,0.9995121780448335,0.9996355904892672,-0.26781103329103784
Najnizszy_nke_us_d,-0.6424633074131577,-0.6423747370462098,-0.6429769308620693,-0.6436307644506412,0.18827457294038702,0.5241285589095928,0.5273374938922673,0.5224855598241818,0.5245265525003484,-0.008921630793603072,-0.7634024771608453,-0.7632075518067277,-0.7622838696696734,-0.7627360843710425,0.0834420243703034,-0.24391624225316647,-0.23675864555557335,-0.2779459287909672,-0.2721731104605623,0.06405737172711787,-0.5293417698274513,-0.5293232109704239,-0.5302832576654063,-0.5302575827893022,0.5033527859693014,-0.10257736316058351,-0.10018223305797916,-0.10746740019614248,-0.10389535663875618,0.03564315042672081,0.6988270638655272,0.7008615961380786,0.6960286220292845,0.6981332451157165,-0.01344399865346004,-0.4377161689584873,-0.4355986146828332,-0.43554897882888033,-0.43407723915952184,0.09107984520980787,0.6866932309758227,0.6895269490722308,0.6844208612617202,0.6863946683731885,-0.22397001317952892,0.48590884871777706,0.4934989239981581,0.4761177674878909,0.48475373789972315,0.037773840291917826,0.9996563727618325,0.9995121780448335,1.0,0.9996426360104516,-0.2805528195668989
Zamkniecie_nke_us_d,-0.6468628192551983,-0.6467758986933914,-0.6474290526106661,-0.6479808000428577,0.19340973868189545,0.523932935930554,0.5271390035524282,0.5222418938573071,0.52422033901621,-0.009350496406550732,-0.7654476585929912,-0.7652326778059232,-0.764358953540904,-0.7647950510672922,0.08260471772796284,-0.24551473230541557,-0.23818131017478467,-0.2797444354473687,-0.2738396892392381,0.06487534291094389,-0.532227636760575,-0.5321890252245699,-0.5332002218865308,-0.5331295344667428,0.5079692437870054,-0.10819482874472529,-0.10572918043138106,-0.11333059445784076,-0.10960862275478875,0.04009544602733026,0.697892904354237,0.7000098335408842,0.6949638331184462,0.6971786174552101,-0.012636995827200128,-0.4403624863050593,-0.43820832520080116,-0.43831110976514104,-0.43673282512427597,0.09478640519497931,0.6847396927929565,0.6877026300060065,0.6823583398876087,0.68450827375206,-0.21953173397213926,0.4817961039135837,0.48949077555350873,0.4717080903747055,0.48053922540330785,0.04126897775637022,0.9992658599941071,0.9996355904892672,0.9996426360104516,1.0,-0.27503614741999105
Wolumen_nke_us_d,0.1239792226914065,0.12388285752111318,0.1228115387319862,0.12372724448060753,0.026821272056869367,-0.14272735397571532,-0.14252677969321922,-0.14503917886076315,-0.14460838530213527,0.022304552316044925,0.21859926025917573,0.21816597549669473,0.2173245686279681,0.2160139336273645,-0.030615524997772835,-0.025050250102358732,-0.02400896617424815,-0.025715463835485324,-0.02464107391758738,-0.037467825690481966,0.10039253115726855,0.10115892544564338,0.10006710645228872,0.10088978438138385,-0.013913096207031022,-0.10907197951819282,-0.1084369277095859,-0.11324902247489875,-0.11208118418920887,0.16987804123921008,-0.13760520570135748,-0.13682769116048196,-0.1394192616683326,-0.1383269941824907,0.03642782303329749,0.015356574825962564,0.01681208291577332,0.013072875337522277,0.014251254884007991,0.09128079163449351,-0.23430237116652872,-0.23206577391199232,-0.23695152212033752,-0.2344016887027407,0.27505053503943877,-0.21589113440111954,-0.21571676721451472,-0.21922033239166527,-0.2185328933399343,0.1318371122857328,-0.2733835355391196,-0.26781103329103784,-0.2805528195668989,-0.27503614741999105,1.0
